X_73,X_124,X_90,X_43,X_56,X_515,X_786,X_576,X_412,X_686,X_404,X_413,X_415,X_718,X_651,X_428,X_828,X_574,X_483,X_416,X_539,X_437,X_60,X_900,X_52,X_792,X_571,X_126,X_435,X_63,X_807,X_500,X_543,X_440,X_453,X_448,X_596,X_674,X_555,X_871,X_502,X_58,X_460,Y_Quality,Y_Class,PRODUCT_ID,PRODUCT_CODE,TIMESTAMP
9.94,,36.0,77.3,70.4,149.8,18.21929825,0.2,34.7,0.07,37.79591837,34.23666667,166.0,17.3,463.7105263,-30.18518519,12.0,0.18,173.0,160.5333333,12.0,498.0,69.8,2.0,79.9,411.3,24.0,18515.0,386.0,73.7,8.3,183.3466667,13.0,27.40133333,409.14285710000007,2547.0,0.2,26.62333333,11.9,0.08,313.74074069999995,75.9,89.71428571,0.5284,1,TRAIN_269,T_31,2022-07-29 0:41
9.97,,36.0,77.3,70.4,157.2,18.33333333,0.2,37.2,0.06,37.22916667,36.36666667,183.0,17.16666667,453.9,-38.54545455,11.0,0.27,175.0,179.6,12.0,498.0,69.8,2.0,79.9,411.0333333,24.0,18659.0,387.0,73.7,8.8,188.783871,15.0,27.35733333,410.5833333,2542.0,0.2,26.61333333,10.1,0.09,307.8,75.9,89.41666667,0.52674127,1,TRAIN_270,T_31,2022-07-29 4:57
10.0,15345.0,36.0,78.1,66.9,165.1,18.0,0.1,36.2,0.06,37.79591837,35.70333333,180.0,17.43333333,458.3333333000001,-38.90909091,12.0,0.23,171.9,173.33333330000002,10.0,453.0,68.5,0.0,76.9,411.6666667,26.0,,392.0,73.7,8.7,177.7419355,14.0,27.37333333,410.2040816,2543.0,0.3,26.61,10.6,0.08,301.7272727,74.5,89.59183673,0.5291301589999999,1,TRAIN_271,T_31,2022-07-29 5:05
9.97,,36.0,77.3,70.4,161.3,18.15686275,0.2,35.7,0.06,38.0,34.99032258,170.0,17.48387097,458.75,-42.0,12.0,0.25,174.0,167.7096774,15.0,373.0,69.8,0.0,79.9,411.38709680000005,20.0,18706.0,409.0,73.7,8.3,182.5516129,16.0,27.38193548,409.6938776,2546.0,0.1,26.64516129,15.7,0.08,310.9636364,75.9,89.69387755,0.52921746,1,TRAIN_272,T_31,2022-07-29 5:52
9.97,,36.0,77.3,70.4,156.8,18.1,0.2,36.2,0.06,38.32653061,35.348387100000004,172.0,17.48387097,460.7948718,-40.54545455,12.0,0.21,173.8,167.7419355,11.0,373.0,69.8,3.0,79.9,411.9677419,21.0,18720.0,409.0,73.7,8.4,181.1580645,14.0,27.3616129,409.6734694,2536.0,0.3,26.6,9.7,0.08,311.1090909,75.9,89.71428571,0.527779365,1,TRAIN_273,T_31,2022-07-29 6:00
10.0,,36.0,77.3,70.4,162.1,18.10377358,0.2,36.7,0.05,38.16326531,35.35,179.0,17.16666667,458.43589739999993,-45.37037037,12.0,0.18,175.9,170.2333333,14.0,417.0,69.8,2.0,79.9,411.0333333,22.0,18933.0,385.0,73.7,8.6,178.89333330000002,15.0,27.366,409.755102,2556.0,0.3,26.6,12.0,0.08,311.6296296,75.9,89.59183673,0.530931746,1,TRAIN_274,T_31,2022-07-29 10:44
10.0,,36.0,77.3,70.4,155.0,18.125,0.2,35.8,0.06,37.59183673,35.36129032,175.0,17.12903226,460.2894737,-52.18181818,12.0,0.23,171.3,166.9354839,15.0,386.0,69.8,2.0,79.9,410.7419355,24.0,18943.0,409.0,73.7,8.5,180.016129,14.0,27.37870968,409.9183673,2549.0,0.3,26.60967742,8.1,0.08,313.1454545,75.9,89.71428571,0.535622222,2,TRAIN_275,T_31,2022-07-29 10:52
10.34,15736.0,35.0,77.5,66.9,149.9,18.17699115,0.1,36.2,0.07,37.72916667,35.68333333,178.0,17.26666667,463.8780488,-39.27272727,12.0,0.22,171.9,173.7,19.0,439.0,67.2,2.0,77.0,412.0,25.0,,385.0,72.1,8.5,177.7870968,15.0,27.34533333,409.8333333,2540.0,0.2,26.62333333,13.9,0.08,310.6,73.9,89.77083333,0.545677778,2,TRAIN_276,T_31,2022-07-29 12:32
10.38,,35.0,76.8,70.9,156.5,18.11009174,0.2,36.2,0.06,37.71428571,35.2,176.0,17.2,460.4,-41.63636364,12.0,0.16,173.2,170.66666669999998,14.0,439.0,69.4,0.0,80.0,412.1333333,21.0,19049.0,409.0,72.9,8.5,183.6733333,16.0,27.36766667,410.3265306,2550.0,0.3,26.63666667,25.0,0.08,313.8909091,75.7,89.57142857,0.547266667,2,TRAIN_277,T_31,2022-07-29 12:40
10.38,,35.0,76.8,70.9,154.1,18.1559633,0.1,37.2,0.08,37.48979592,35.92580645,178.0,17.48387097,457.974359,-38.36363636,12.0,0.3,176.2,174.83870969999998,13.0,498.0,69.4,1.0,80.0,412.0645161000001,24.0,19165.0,400.0,72.9,8.5,182.7354839,13.0,27.35935484,409.6734694,2537.0,0.3,26.66774194,11.9,0.08,303.9818182,75.7,89.65306122,0.551279365,2,TRAIN_278,T_31,2022-07-29 14:46
10.38,,35.0,76.8,70.9,165.7,18.11009174,0.2,36.2,0.05,37.48979592,35.99032258,182.0,17.19354839,459.9069767,-42.90909091,12.0,0.28,175.7,177.4516129,13.0,499.0,69.4,2.0,80.0,410.1935484,23.0,19179.0,389.0,72.9,8.7,183.0903226,14.0,27.39225806,410.4081633,2540.0,0.3,26.61935484,9.0,0.08,313.1272727,75.7,89.55102041,0.549019048,2,TRAIN_279,T_31,2022-07-29 14:54
10.12,16067.0,36.0,77.5,66.9,141.9,18.10679612,0.2,35.7,0.06,37.93877551,35.50645161,176.0,17.87096774,456.6923077,-40.90909091,12.0,0.21,172.2,173.7419355,18.0,347.0,67.2,2.0,77.0,411.1290323,24.0,,409.0,72.1,8.5,178.2903226,15.0,27.38774194,408.755102,2543.0,0.3,26.7,10.9,0.09,303.8363636,73.9,89.69387755,0.5333,1,TRAIN_280,T_31,2022-07-29 19:05
10.12,,36.0,76.8,70.9,149.0,17.96226415,0.2,35.7,0.04,37.14583333,35.06666667,169.0,17.6,457.4871795,-42.90909091,12.0,0.31,178.2,164.5,10.0,342.0,69.4,2.0,80.0,410.4666667,26.0,19390.0,409.0,72.9,8.4,183.8741935,12.0,27.37233333,409.4375,2537.0,0.3,26.6,19.3,0.08,303.4181818,75.7,89.625,0.5331444439999999,1,TRAIN_282,T_31,2022-07-29 19:13
10.09,16296.0,36.0,77.5,66.9,154.4,18.03669725,0.2,36.7,0.05,37.65306122,35.66774194,173.0,17.64516129,454.8809524,-42.0,11.0,0.18,170.0,169.0,15.0,472.0,67.2,3.0,77.0,411.5806452,28.0,,408.0,72.1,8.4,181.9,15.0,27.19709677,408.9387755,2536.0,0.2,26.6,9.0,0.08,311.0181818,73.9,89.83673469,0.5309857139999999,1,TRAIN_284,T_31,2022-07-30 2:41
10.09,,36.0,76.8,70.9,155.0,18.10280374,0.2,35.7,0.03,37.14285714,35.2,174.0,17.56666667,455.1521739,-46.18181818,12.0,0.22,171.5,170.83333330000002,9.0,357.0,69.4,0.0,80.0,412.2,23.0,19612.0,409.0,72.9,8.5,185.0935484,15.0,27.183000000000003,409.8367347,2545.0,0.1,26.6,7.8,0.08,313.6727273,75.7,89.61224490000001,0.530726984,1,TRAIN_285,T_31,2022-07-30 2:49
10.09,,36.0,76.8,70.9,145.8,18.17821782,0.2,35.7,0.06,37.87755102,35.20333333,173.0,17.76666667,459.89130430000006,-39.63636364,12.0,0.21,172.1,170.2333333,16.0,448.0,69.4,0.0,80.0,411.4,25.0,19827.0,386.0,72.9,8.4,177.73548390000002,13.0,27.39266667,409.8979592,2543.0,0.2,26.6,19.2,0.08,313.9454545,75.7,89.61224490000001,0.533338095,1,TRAIN_288,T_31,2022-07-30 6:24
10.09,,36.0,76.8,70.9,144.0,18.58974359,0.2,36.2,0.06,37.93877551,35.6516129,176.0,17.61290323,463.5135135,-46.0,12.0,0.22,172.0,170.4193548,16.0,373.0,69.4,1.0,80.0,412.0,24.0,19841.0,409.0,72.9,8.5,179.29354840000002,15.0,27.40354839,410.4285714,2554.0,0.2,26.6,10.1,0.08,312.9090909,75.7,89.71428571,0.535247619,2,TRAIN_289,T_31,2022-07-30 6:32
10.06,16751.0,36.0,77.5,66.9,154.8,18.09009009,0.2,35.7,0.05,36.69387755,35.26666667,168.0,17.4,445.5526316,-39.27272727,12.0,0.26,171.0,165.1333333,16.0,356.0,67.2,1.0,77.0,411.7333333,23.0,,420.0,72.1,8.3,180.7870968,16.0,27.09766667,410.10204080000005,2541.0,0.2,26.6,20.9,0.08,301.0727273,73.9,89.48979592,0.5324460320000001,1,TRAIN_301,T_31,2022-07-31 4:08
10.06,16761.0,36.0,77.5,66.9,147.7,18.16363636,0.1,36.7,0.07,36.30612245,36.2,180.0,17.4,444.4761905,-38.36363636,12.0,0.21,170.4,177.0,15.0,469.0,67.2,1.0,77.0,411.4333333,23.0,,386.0,72.1,8.6,185.8677419,14.0,27.04633333,409.8163265,2534.0,0.2,26.6,16.9,0.08,302.1818182,73.9,89.83673469,0.5285063489999999,1,TRAIN_302,T_31,2022-07-31 4:16
10.06,16966.0,36.0,77.5,66.9,150.6,18.09345794,0.1,36.2,0.05,37.12244898,35.52333333,172.0,17.5,455.55,-34.10714286,12.0,0.16,169.1,168.43333330000002,17.0,317.0,67.2,1.0,77.0,412.0666667,20.0,,405.0,72.1,8.4,179.61290319999998,14.0,27.05033333,409.5918367,2545.0,0.2,26.61,18.6,0.08,312.14285710000007,73.9,89.75510204,0.5313698410000001,1,TRAIN_305,T_31,2022-07-31 6:52
10.06,,36.0,76.8,70.9,153.1,18.10091743,0.1,35.7,0.06,37.2244898,35.38333333,170.0,17.5,451.0263158,-40.18181818,12.0,0.27,167.0,166.7666667,15.0,412.0,69.4,1.0,80.0,412.8666667,23.0,20289.0,409.0,72.9,8.3,182.6806452,17.0,27.05,409.3673469,2539.0,0.3,26.6,21.7,0.08,302.8909091,75.7,89.59183673,0.533146032,1,TRAIN_306,T_31,2022-07-31 7:00
10.03,17119.0,36.0,77.5,66.9,161.1,18.12962963,0.2,36.2,0.04,37.08163265,36.10322581,182.0,17.93548387,452.24137930000006,-36.0,12.0,0.21,175.9,177.67741940000002,11.0,332.0,67.2,1.0,77.0,412.1290323,24.0,,409.0,72.1,8.7,181.8741935,14.0,27.07290323,410.4285714,2538.0,0.3,26.6,14.1,0.08,303.7818182,73.9,89.36734694,0.529266667,1,TRAIN_308,T_31,2022-07-31 9:24
10.03,17177.0,36.0,77.5,66.9,142.7,18.0462963,0.2,36.2,0.07,37.34693878,35.6516129,173.0,17.74193548,450.3888888999999,-43.81818182,12.0,0.3,160.0,169.516129,13.0,498.0,67.2,3.0,77.0,411.9032258,21.0,,400.0,72.1,8.4,182.1806452,14.0,27.07806452,409.7142857,2536.0,0.2,26.6,11.5,0.08,305.23636360000006,73.9,89.55102041,0.5274063489999999,1,TRAIN_309,T_31,2022-07-31 9:08
10.06,,36.0,76.8,70.9,155.7,18.51282051,0.2,37.7,0.07,37.7755102,36.32903226,183.0,18.0,448.925,-43.63636364,12.0,0.24,175.1,178.0645161,18.0,498.0,69.4,1.0,80.0,411.4516129,24.0,20497.0,384.0,72.9,8.7,184.5903226,12.0,27.09193548,409.1836735,2539.0,0.3,26.6,11.1,0.08,302.2909091,75.7,89.55102041,0.531834921,1,TRAIN_310,T_31,2022-07-31 9:16
10.03,17291.0,36.0,76.5,66.9,150.0,18.35,0.2,35.7,0.06,36.40816327,35.39354839,172.0,17.41935484,442.6666667,-40.36363636,12.0,0.29,165.9,166.83870969999998,13.0,332.0,66.2,1.0,76.2,412.0645161000001,22.0,,409.0,72.1,8.4,181.6612903,14.0,27.08935484,410.6122449,2533.0,0.3,26.6,9.6,0.08,302.8181818,72.9,89.61224490000001,0.528038095,1,TRAIN_313,T_31,2022-07-31 13:22
10.06,17386.0,36.0,76.5,67.9,150.3,18.09649123,0.1,36.2,0.06,37.42857143,35.61935484,174.0,17.12903226,456.6216216,-33.81818182,12.0,0.18,167.0,169.0645161,15.0,358.0,65.2,0.0,76.2,411.5806452,23.0,,409.0,72.1,8.4,179.8935484,15.0,27.10774194,409.5102041,2536.0,0.2,26.6,12.6,0.07,312.3272727,72.9,89.40816327,0.52797619,1,TRAIN_317,T_31,2022-07-31 17:15
10.03,,36.0,76.8,70.9,155.0,18.00934579,0.2,36.7,0.04,37.59183673,35.63333333,174.0,17.03333333,455.425,-44.90909091,12.0,0.26,176.1,170.56666669999998,19.0,360.0,69.4,0.0,80.0,412.0333333,27.0,20702.0,409.0,72.9,8.4,181.2322581,16.0,27.098000000000003,410.3673469,2538.0,0.2,26.62666667,11.0,0.08,312.4545455,75.7,89.51020408,0.534652381,1,TRAIN_318,T_31,2022-07-31 18:04
10.06,17417.0,36.0,76.5,67.9,148.9,18.15740741,0.2,35.2,0.05,37.54166667,33.89032258,169.0,17.09677419,453.92105260000005,-46.54545455,12.0,0.23,169.6,159.3548387,16.0,332.0,65.2,3.0,76.2,411.4193548,22.0,,409.0,72.1,8.3,178.5677419,13.0,27.1016129,409.875,2533.0,0.4,26.62903226,13.0,0.08,313.9454545,72.9,89.66666667,0.5366650789999999,2,TRAIN_319,T_31,2022-07-31 18:13
10.09,17635.0,36.0,76.5,67.9,152.3,17.98181818,0.2,35.7,0.05,37.0,35.40967742,173.0,18.29032258,450.6111111000001,-31.45454545,12.0,0.23,178.3,169.5806452,11.0,498.0,65.2,2.0,76.2,412.3225806,25.0,,384.0,72.1,8.4,178.33,13.0,27.13935484,410.4489796,2542.0,0.2,26.64516129,14.2,0.06,311.3272727,72.9,89.85714286,0.529739683,1,TRAIN_324,T_31,2022-08-01 3:00
9.97,,36.0,76.8,70.9,151.0,18.19626168,0.2,36.7,0.05,37.53061224,35.95,175.0,17.83333333,450.5121951,-35.53571429,12.0,0.27,170.1,171.9666667,18.0,345.0,69.4,0.0,80.0,411.5,24.0,20941.0,409.0,72.9,8.5,177.725,16.0,27.178,411.0,2537.0,0.3,26.6,12.8,0.07,313.4821429,75.7,89.73469388,0.524757143,0,TRAIN_325,T_31,2022-08-01 3:08
10.09,17859.0,36.0,76.5,67.9,154.6,18.02777778,0.2,35.2,0.08,36.46938776,34.50333333,164.0,17.5,434.7560976,-44.72727273,12.0,0.22,176.1,161.83333330000002,12.0,339.0,65.2,1.0,76.2,410.7333333,24.0,,409.0,72.1,8.3,183.1516129,15.0,27.09966667,409.2244898,2540.0,0.2,26.6,17.2,0.08,303.6909091,72.9,89.71428571,0.53507619,2,TRAIN_326,T_31,2022-08-01 11:21
10.09,17871.0,36.0,76.5,67.9,151.1,18.07692308,0.2,36.7,0.06,35.81632653,36.37096774,183.0,17.16129032,432.1621622,-47.77777778,12.0,0.32,171.3,181.2580645,13.0,354.0,65.2,0.0,76.2,411.8064516,20.0,,420.0,72.1,8.7,178.38,14.0,27.10129032,410.1836735,2536.0,0.1,26.6,14.7,0.08,304.037037,72.9,89.46938776,0.529933333,1,TRAIN_327,T_31,2022-08-01 11:29
10.09,18075.0,36.0,76.5,67.9,147.7,18.12380952,0.2,36.7,0.05,37.93877551,36.28064516,182.0,18.90322581,455.025,-32.90909091,11.0,0.17,175.2,178.2258065,15.0,325.0,65.2,1.0,76.2,411.9032258,24.0,,409.0,72.1,8.7,175.96129030000003,15.0,27.09741935,410.6734694,2534.0,0.3,26.6,15.5,0.08,310.6727273,72.9,89.71428571,0.530412698,1,TRAIN_328,T_31,2022-08-01 21:36
10.09,18089.0,36.0,76.5,67.9,148.6,18.11926606,0.2,36.7,0.06,36.95918367,35.70322581,175.0,17.96774194,449.3243243,-36.72727273,12.0,0.24,172.9,170.80645159999997,12.0,353.0,65.2,3.0,76.2,411.0967742,22.0,,409.0,72.1,8.5,182.2166667,15.0,27.09193548,410.0816327,2535.0,0.2,26.62258065,18.0,0.08,304.2727273,72.9,89.51020408,0.531739683,1,TRAIN_329,T_31,2022-08-01 21:44
10.06,18300.0,36.0,76.5,67.9,150.2,18.07407407,0.1,34.7,0.05,36.67346939,33.95483871,159.0,17.35483871,443.5238095,-45.63636364,12.0,0.21,170.7,156.5483871,10.0,450.0,65.2,0.0,76.2,410.7096774,27.0,,409.0,72.1,8.1,186.4419355,14.0,27.09580645,410.1632653,2536.0,0.1,26.63548387,9.9,0.08,312.0727273,72.9,89.51020408,0.535234921,2,TRAIN_330,T_31,2022-08-02 9:40
10.06,18314.0,36.0,76.5,67.9,156.5,18.46153846,0.2,36.7,0.06,36.59183673,35.53333333,177.0,17.4,442.1388888999999,-44.28571429,12.0,0.18,173.2,172.8,12.0,396.0,65.2,0.0,76.2,411.9333333,24.0,,409.0,72.1,8.5,179.31875,15.0,27.068,409.8979592,2531.0,0.2,26.64,17.3,0.08,310.4107143,72.9,89.79591837,0.538290476,2,TRAIN_331,T_31,2022-08-02 9:48
10.03,,36.0,76.8,70.9,151.0,18.09259259,0.2,37.7,0.06,36.14285714,36.93870968,188.0,18.4516129,442.2285714,-46.72727273,11.0,0.29,165.0,182.1612903,11.0,360.0,69.4,2.0,80.0,411.4193548,23.0,21808.0,405.0,72.9,8.8,180.4774194,14.0,27.35580645,409.9591837,2540.0,0.3,26.63225806,18.7,0.08,313.3636364,75.7,89.65306122,0.5328222220000001,1,TRAIN_343,T_31,2022-08-03 6:19
10.03,,36.0,76.8,70.9,141.5,18.12727273,0.3,36.7,0.05,36.26530612,35.73225806,173.0,17.83870968,443.0571429,-48.90909091,12.0,0.23,169.6,167.4193548,14.0,356.0,69.4,0.0,80.0,412.5806452,24.0,21823.0,413.0,72.9,8.4,182.3516129,14.0,27.38387097,409.7959184,2543.0,0.3,26.6,21.3,0.08,311.2181818,75.7,89.57142857,0.5288222220000001,1,TRAIN_345,T_31,2022-08-03 6:27
9.94,18771.0,36.0,76.5,67.9,154.0,18.06422018,0.2,36.7,0.06,36.34693878,36.05483871,181.0,17.548387100000003,440.8,-43.45454545,12.0,0.31,172.3,177.0,12.0,357.0,65.2,1.0,76.2,411.3548387,22.0,,400.0,72.1,8.6,180.8548387,14.0,27.368387100000003,409.8163265,2537.0,0.4,26.6,12.0,0.08,311.8363636,72.9,89.73469388,0.526412698,1,TRAIN_347,T_31,2022-08-03 8:54
10.03,,36.0,76.8,70.9,152.0,18.30769231,0.1,37.2,0.06,35.95918367,35.7516129,178.0,17.38709677,436.8095238,-42.0,12.0,0.24,175.0,173.0,14.0,360.0,69.4,1.0,80.0,411.1290323,22.0,22062.0,409.0,72.9,8.5,185.0096774,13.0,27.35322581,410.14285710000007,2540.0,0.3,26.6,5.9,0.08,309.0,75.7,89.63265306,0.53698254,2,TRAIN_348,T_31,2022-08-03 9:02
10.0,,36.0,76.8,70.9,156.0,18.18867925,0.2,35.7,0.07,37.26530612,35.33333333,172.0,18.23333333,443.8372093,-35.45454545,12.0,0.27,171.1,169.5,18.0,385.0,69.4,1.0,80.0,411.5333333,25.0,22303.0,410.0,72.9,8.4,181.6129032,15.0,27.35366667,409.6938776,2531.0,0.2,26.6,19.8,0.07,303.9454545,75.7,89.57142857,0.5279539679999999,1,TRAIN_349,T_31,2022-08-04 7:27
9.97,19047.0,36.0,76.5,67.9,155.1,18.12931034,0.2,36.2,0.05,37.24489796,35.13548387,172.0,17.77419355,451.2,-32.54545455,12.0,0.2,172.0,165.1290323,13.0,336.0,65.2,1.0,76.2,411.38709680000005,24.0,,409.0,72.1,8.4,180.1709677,16.0,27.36806452,409.85714289999993,2536.0,0.3,26.62903226,11.8,0.07,302.5272727,72.9,89.67346939,0.524403175,0,TRAIN_350,T_31,2022-08-04 7:35
9.97,19264.0,36.0,76.5,67.9,149.1,18.227848100000003,0.2,36.2,0.06,36.69387755,35.6516129,173.0,18.29032258,442.2,-34.54545455,12.0,0.23,173.0,170.32258059999998,12.0,393.0,65.2,1.0,76.2,411.8064516,23.0,,409.0,72.1,8.4,177.4566667,17.0,27.24709677,410.244898,2537.0,0.2,26.6,10.5,0.06,302.3272727,72.9,89.69387755,0.53267619,1,TRAIN_351,T_31,2022-08-04 6:43
10.0,,36.0,76.8,70.9,166.1,18.37254902,0.2,35.7,0.06,36.40816327,35.04193548,171.0,17.93548387,444.0,-30.18181818,11.0,0.23,178.0,166.8709677,15.0,440.0,69.4,2.0,80.0,411.7096774,21.0,22557.0,386.0,72.9,8.4,183.083871,15.0,27.32935484,410.1836735,2542.0,0.3,26.6,9.9,0.07,308.6909091,75.7,89.77551020000001,0.530244444,1,TRAIN_352,T_31,2022-08-04 6:51
9.97,19540.0,36.0,76.5,67.9,156.0,18.14814815,0.3,36.2,0.04,37.0,35.40967742,175.0,17.87096774,449.8695652,-49.81818182,11.0,0.22,179.2,170.6451613,14.0,331.0,65.2,1.0,76.2,411.5483871,21.0,,409.0,72.1,8.5,175.6870968,13.0,27.37677419,410.10204080000005,2551.0,0.2,26.6,14.0,0.08,309.3272727,72.9,89.81632653,0.531534921,1,TRAIN_353,T_31,2022-08-04 12:40
10.0,,36.0,76.8,70.9,169.1,18.64102564,0.1,35.7,0.06,36.58,35.25,169.0,17.66666667,446.675,-51.27272727,12.0,0.22,175.4,164.83333330000002,15.0,364.0,69.4,1.0,80.0,412.0,23.0,22828.0,386.0,72.9,8.4,182.7,16.0,27.381,409.98,2542.0,0.3,26.60666667,14.0,0.08,304.1454545,75.7,89.82,0.532826984,1,TRAIN_354,T_31,2022-08-04 12:48
9.94,19755.0,36.0,76.5,67.9,151.9,18.18181818,0.1,36.2,0.06,36.79591837,35.60666667,178.0,18.0,448.5,-42.0,11.0,0.24,174.1,173.16666669999998,17.0,358.0,65.2,0.0,76.2,411.1666667,25.0,,409.0,72.1,8.5,178.1290323,15.0,27.16466667,411.244898,2537.0,0.3,26.63333333,19.5,0.08,303.76363639999994,72.9,89.63265306,0.527842857,1,TRAIN_358,T_31,2022-08-04 19:46
9.97,,36.0,76.8,70.9,158.4,18.41025641,0.2,35.7,0.05,36.71428571,35.03666667,172.0,17.7,448.2,-46.36363636,11.0,0.19,172.0,168.0,17.0,362.0,69.4,0.0,80.0,410.9333333,24.0,23037.0,409.0,72.9,8.4,176.1451613,14.0,27.176,411.1632653,2541.0,0.2,26.62333333,13.8,0.08,303.9090909,75.7,89.59183673,0.5294603170000001,1,TRAIN_359,T_31,2022-08-04 19:54
9.97,,36.0,76.8,70.9,164.6,18.13207547,0.1,36.7,0.05,36.89795918,36.3,180.0,17.0,448.0238095,-49.63636364,12.0,0.19,176.5,178.8,15.0,399.0,69.4,0.0,80.0,411.5666667,23.0,23254.0,424.0,72.9,8.6,180.6322581,14.0,27.05966667,411.10204080000005,2543.0,0.1,26.6,18.1,0.09,311.0545455,75.7,89.51020408,0.527879365,1,TRAIN_364,T_31,2022-08-05 2:33
9.97,,36.0,76.8,70.9,154.3,18.13461538,0.2,36.7,0.06,36.16326531,35.97419355,176.0,17.35483871,443.5952381,-50.72727273,11.0,0.2,174.5,173.9354839,20.0,354.0,69.4,2.0,80.0,411.2580645,21.0,23269.0,412.0,72.9,8.5,177.2870968,12.0,27.07741935,410.877551,2536.0,0.2,26.62580645,7.0,0.08,310.23636360000006,75.7,89.59183673,0.530769841,1,TRAIN_365,T_31,2022-08-05 2:41
9.97,20203.0,36.0,76.5,67.9,168.1,18.14150943,0.1,35.7,0.06,36.10204082,35.16774194,173.0,18.29032258,446.65,-44.18181818,12.0,0.24,175.0,167.38709680000002,16.0,433.0,65.2,2.0,76.2,411.4193548,24.0,,403.0,72.1,8.5,181.1870968,14.0,27.35741935,410.7346939,2535.0,0.3,26.61290323,20.9,0.07,301.8,72.9,89.67346939,0.528520635,1,TRAIN_371,T_31,2022-08-05 18:08
9.97,20218.0,36.0,76.5,67.9,160.3,18.18421053,0.2,35.7,0.07,37.40816327,34.24666667,164.0,18.0,452.7948718,-44.54545455,12.0,0.22,175.0,158.9666667,12.0,355.0,65.2,1.0,76.2,411.4,26.0,,409.0,72.1,8.3,183.5366667,17.0,27.325,411.0816327,2539.0,0.2,26.6,10.1,0.07,304.6181818,72.9,89.75510204,0.528730159,1,TRAIN_372,T_31,2022-08-05 18:16
9.94,,36.0,76.8,70.9,161.8,18.17924528,0.2,35.2,0.07,36.57142857,34.97419355,168.0,17.451612899999997,452.1904762,-45.27272727,12.0,0.18,176.0,164.4516129,14.0,336.0,69.4,1.0,80.0,411.7096774,23.0,23700.0,409.0,72.9,8.4,185.0903226,14.0,27.36580645,411.0204082,2544.0,0.1,26.64193548,15.4,0.09,307.0727273,75.7,89.55102041,0.527649206,1,TRAIN_373,T_31,2022-08-05 21:27
9.94,,36.0,76.8,70.9,157.9,18.01834862,0.2,35.7,0.04,37.67346939,34.92903226,167.0,17.19354839,450.35714289999993,-47.09090909,12.0,0.22,179.1,163.61290319999998,10.0,347.0,69.4,3.0,80.0,411.0,21.0,23714.0,409.0,72.9,8.3,175.783871,15.0,27.37258065,411.0816327,2533.0,0.1,26.64193548,17.7,0.08,310.9272727,75.7,89.75510204,0.531090476,1,TRAIN_374,T_31,2022-08-05 21:35
9.97,,36.0,76.8,70.9,159.1,18.09615385,0.1,36.7,0.06,36.51020408,35.89354839,177.0,18.32258065,443.097561,-43.45454545,12.0,0.2,177.5,172.7096774,12.0,409.0,69.4,0.0,80.0,411.8387097,22.0,23905.0,386.0,72.9,8.5,177.06,13.0,27.33258065,411.4489796,2537.0,0.3,26.6,15.8,0.08,294.2181818,75.7,89.79591837,0.532292063,1,TRAIN_376,T_31,2022-08-06 2:49
10.0,20646.0,36.0,76.5,67.9,156.2,18.19642857,0.1,36.2,0.05,36.93877551,35.07741935,170.0,17.87096774,444.4736842,-45.81818182,12.0,0.2,177.0,167.6451613,8.0,370.0,65.2,1.0,76.2,411.2258065,25.0,,405.0,72.1,8.3,179.2774194,14.0,27.35516129,410.4489796,2540.0,0.2,26.68709677,16.3,0.09,304.6545455,72.9,89.57142857,0.53864127,2,TRAIN_377,T_31,2022-08-06 2:58
9.88,20862.0,36.0,76.5,67.9,148.2,18.12962963,0.3,36.7,0.07,36.93877551,35.47,179.0,16.93333333,449.35714289999993,-49.63636364,11.0,0.22,173.2,169.2333333,18.0,429.0,65.2,1.0,76.2,411.5333333,23.0,,409.0,72.1,8.5,175.7419355,14.0,27.37566667,411.4897959,2531.0,0.4,26.64666667,17.9,0.08,302.4181818,72.9,89.61224490000001,0.522922222,0,TRAIN_378,T_31,2022-08-06 7:25
9.88,20877.0,36.0,76.5,67.9,151.1,18.1025641,0.2,36.2,0.06,37.26530612,35.07096774,167.0,17.0,451.4054054,-48.54545455,12.0,0.25,170.0,161.0,8.0,354.0,65.2,1.0,76.2,411.2258065,20.0,,409.0,72.1,8.3,179.57741940000005,17.0,27.35096774,410.6734694,2534.0,0.3,26.60967742,20.8,0.08,313.3636364,72.9,89.67346939,0.529511111,1,TRAIN_379,T_31,2022-08-06 7:33
9.94,,36.0,76.8,70.9,153.1,18.12962963,0.3,35.2,0.05,37.0,34.48333333,173.0,18.06666667,452.3684211,-28.18181818,12.0,0.22,175.2,165.5333333,12.0,390.0,69.4,2.0,80.0,410.3,24.0,24397.0,388.0,72.9,8.4,178.2483871,14.0,27.357,410.12,2539.0,0.4,26.6,12.9,0.08,304.9090909,75.7,89.54,0.52928254,1,TRAIN_380,T_31,2022-08-06 18:36
10.0,21145.0,36.0,76.5,67.9,161.2,18.36842105,0.4,38.1,0.06,36.79591837,37.08387097,190.0,17.90322581,451.7837838,-32.0,12.0,0.28,186.0,183.0967742,15.0,347.0,65.2,1.0,76.2,411.3225806,25.0,,409.0,72.1,9.0,184.2129032,14.0,27.34064516,410.8367347,2542.0,0.8,26.60967742,9.1,0.08,313.63636360000004,72.9,89.57142857,0.53231746,1,TRAIN_381,T_31,2022-08-06 18:44
